Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
498553,84715,SET OF 6 ICE CREAM SKITTLES,2,2010-02-21 11:02:00,2.95,15013.0,United Kingdom
522041,21537,RED RETROSPOT PUDDING BOWL,4,2010-09-10 12:32:00,4.25,16858.0,United Kingdom
513614,21533,RETRO SPOT LARGE MILK JUG,2,2010-06-27 12:19:00,4.95,17618.0,United Kingdom
503336,21683,MEDIUM MEDINA STAMPED METAL BOWL ,3,2010-03-31 12:23:00,2.95,13059.0,United Kingdom
490064,22120,WELCOME  WOODEN BLOCK LETTERS,3,2009-12-03 13:51:00,9.95,16139.0,United Kingdom
518505,84493,BLUE/PINK NEST STRIPE BOX,567,2010-08-09 13:10:00,0.08,14277.0,France
489558,21756,BATH BUILDING BLOCK WORD,6,2009-12-01 12:54:00,5.95,15793.0,United Kingdom
525412,22158,3 HEARTS HANGING DECORATION RUSTIC,16,2010-10-05 12:38:00,2.95,13964.0,United Kingdom
523960,21143,ANTIQUE GLASS HEART DECORATION ,4,2010-09-26 12:51:00,1.95,16340.0,United Kingdom
492387,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,2009-12-16 15:13:00,5.95,15044.0,United Kingdom
532558,37500,TEA TIME TEAPOT IN GIFT BOX,2,2010-11-12 12:51:00,9.95,13693.0,United Kingdom
511886,22030,SWALLOWS GREETING CARD,72,2010-06-11 10:47:00,0.36,16191.0,United Kingdom
493865,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2010-01-07 16:57:00,2.55,15808.0,United Kingdom
495501,20685,RED SPOTTY COIR DOORMAT,1,2010-01-25 12:33:00,6.75,15719.0,United Kingdom
536249,22768,FAMILY PHOTO FRAME CORNICE,2,2010-11-30 14:48:00,9.95,14092.0,United Kingdom
506460,84596F,SMALL MARSHMALLOWS PINK BOWL,3,2010-04-29 20:04:00,1.25,15861.0,United Kingdom
500843,21280,VINTAGE KITCHEN PRINT VEGETABLES,6,2010-03-10 12:13:00,2.55,17348.0,United Kingdom
505579,22188,BLACK HEART CARD HOLDER,4,2010-04-23 12:13:00,3.39,17448.0,United Kingdom
523937,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2010-09-26 10:50:00,5.45,15201.0,United Kingdom
529611,21877,HOME SWEET HOME MUG,12,2010-10-29 10:39:00,1.25,17690.0,United Kingdom
509443,21213,PACK OF 72 SKULL CAKE CASES,240,2010-05-23 16:02:00,0.42,14560.0,United Kingdom
531726,22505,MEMO BOARD COTTAGE DESIGN,1,2010-11-09 12:06:00,4.95,17274.0,United Kingdom
526247,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2010-10-11 10:04:00,3.75,14389.0,United Kingdom
491078,20898,VINTAGE NOTEBOOK TRAVELOGUE,3,2009-12-09 13:00:00,2.95,16802.0,United Kingdom
529156,21892,TRADITIONAL WOODEN CATCH CUP GAME ,1,2010-10-26 16:47:00,1.25,16549.0,United Kingdom
528450,22337,ANGEL DECORATION PAINTED ZINC ,24,2010-10-22 11:19:00,0.65,16226.0,United Kingdom
516567,84763,ZINC FINISH 15CM PLANTER POTS,4,2010-07-21 12:39:00,1.25,16529.0,United Kingdom
494233,21203,BUTTERFLIES  HONEYCOMB GARLAND,12,2010-01-12 14:33:00,1.65,15093.0,United Kingdom
510197,22394,PAPERWEIGHT KINGS CHOICE ,3,2010-05-27 20:20:00,2.55,17231.0,United Kingdom
511955,22215,CAKE STAND WHITE TWO TIER LACE,2,2010-06-11 13:02:00,8.5,16547.0,United Kingdom
496014,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,2010-01-28 13:02:00,1.06,14613.0,United Kingdom
490953,84836,ZINC METAL HEART DECORATION,12,2009-12-08 14:56:00,1.25,13204.0,United Kingdom
526028,21903,MAN FLU METAL SIGN,1,2010-10-08 11:45:00,2.1,16549.0,United Kingdom
513776,21086,SET/6 RED SPOTTY PAPER CUPS,192,2010-06-28 14:01:00,0.53,16754.0,United Kingdom
534679,22470,HEART OF WICKER LARGE,6,2010-11-23 14:42:00,2.95,14755.0,United Kingdom
525443,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2010-10-05 13:48:00,1.25,14085.0,United Kingdom
500845,21670,BLUE SPOT CERAMIC DRAWER KNOB,6,2010-03-10 12:17:00,1.25,13413.0,United Kingdom
527356,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2,2010-10-17 10:34:00,2.55,16104.0,United Kingdom
505998,22382,LUNCH BAG SPACEBOY DESIGN ,10,2010-04-27 10:51:00,1.65,15367.0,United Kingdom
512109,21982,PACK OF 12 SUKI TISSUES ,24,2010-06-13 14:30:00,0.29,16710.0,United Kingdom
524982,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,4,2010-10-01 15:28:00,1.25,12926.0,United Kingdom
490403,20699,MOUSEY LONG LEGS SOFT TOY,1,2009-12-06 11:13:00,2.55,17920.0,United Kingdom
537489,22961,JAM MAKING SET PRINTED,24,2010-12-07 11:33:00,1.45,17017.0,United Kingdom
490755,84946,ANTIQUE SILVER TEA GLASS ETCHED,24,2009-12-08 09:24:00,1.25,16735.0,United Kingdom
491613,22315,200 RED + WHITE BENDY STRAWS,1,2009-12-11 13:52:00,1.25,16952.0,United Kingdom
526268,22439,6 ROCKET BALLOONS ,3,2010-10-11 10:58:00,0.65,14651.0,United Kingdom
505332,85152,HAND OVER THE CHOCOLATE   SIGN ,3,2010-04-21 12:43:00,2.1,15719.0,United Kingdom
536938,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,24,2010-12-03 12:05:00,3.75,14680.0,United Kingdom
502855,22454,MEASURING TAPE RUSSIAN DOLL RED,12,2010-03-28 14:53:00,2.95,16710.0,United Kingdom
524212,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,2010-09-28 10:44:00,4.95,15614.0,United Kingdom
519890,21248,DOOR HANGER  MUM + DADS ROOM,2,2010-08-22 12:45:00,1.45,15443.0,United Kingdom
532494,22629,SPACEBOY LUNCH BOX ,3,2010-11-12 11:47:00,1.95,14082.0,United Kingdom
496245,21756,BATH BUILDING BLOCK WORD,3,2010-01-29 15:25:00,5.95,16390.0,United Kingdom
516993,22363,GLASS JAR MARMALADE ,1,2010-07-26 11:05:00,2.95,15493.0,United Kingdom
500538,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2010-03-08 14:41:00,2.95,16275.0,United Kingdom
533278,85211,S/4 GROOVY CAT MAGNETS,5,2010-11-16 15:24:00,1.65,13439.0,United Kingdom
526419,21843,RED RETROSPOT CAKE STAND,24,2010-10-11 14:38:00,9.95,14299.0,United Kingdom
523291,20979,36 PENCILS TUBE RED SPOTTY,4,2010-09-21 12:22:00,1.25,14534.0,United Kingdom
512259,85099B,JUMBO BAG RED RETROSPOT,3,2010-06-14 13:03:00,1.95,17059.0,United Kingdom
516310,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2010-07-19 14:12:00,1.65,18036.0,United Kingdom
508197,21080,SET/20 RED SPOTTY PAPER NAPKINS ,2,2010-05-13 13:31:00,0.85,16906.0,United Kingdom
499062,21540,DAIRY MAID CERAMIC BUTTER DISH,1,2010-02-24 14:10:00,4.25,14590.0,United Kingdom
515320,22345,PARTY PIZZA DISH BLUE RETROSPOT,2,2010-07-11 12:06:00,0.85,15965.0,United Kingdom
493996,21754,HOME BUILDING BLOCK WORD,3,2010-01-10 13:51:00,5.95,15601.0,United Kingdom
498104,21986,PACK OF 12 PINK SPOT TISSUES ,3,2010-02-16 13:49:00,0.29,13503.0,United Kingdom
496725,85061W,WHITE JEWELLED HEART DECORATION,4,2010-02-03 14:16:00,0.85,13619.0,United Kingdom
510675,84249D,FAIRY CAKE GREETINGS CARD,12,2010-06-02 16:20:00,0.42,17841.0,United Kingdom
537218,84988,SET OF 72 PINK HEART PAPER DOILIES,24,2010-12-05 15:46:00,1.45,12763.0,Japan
510329,21935,SUKI  SHOULDER BAG,2,2010-05-28 13:23:00,1.65,17822.0,United Kingdom
497983,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2010-02-15 13:46:00,2.55,16860.0,United Kingdom
498124,84991,60 TEATIME FAIRY CAKE CASES,24,2010-02-16 15:47:00,0.55,17931.0,United Kingdom
525959,22588,CARD HOLDER GINGHAM HEART,3,2010-10-07 19:51:00,2.55,16111.0,United Kingdom
537224,21913,VINTAGE SEASIDE JIGSAW PUZZLES,2,2010-12-05 16:24:00,3.75,13174.0,United Kingdom
537759,71053,WHITE METAL LANTERN,4,2010-12-08 11:42:00,3.75,13126.0,United Kingdom
515418,22667,RECIPE BOX RETRO SPOT DESIGN,1,2010-07-12 13:11:00,2.95,17841.0,United Kingdom
522090,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,4,2010-09-12 12:46:00,1.49,16799.0,United Kingdom
505841,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2010-04-26 11:44:00,2.55,16736.0,United Kingdom
527046,46000P,POLYESTER FILLER PAD 65CMx65CM,2,2010-10-14 12:46:00,4.25,18037.0,United Kingdom
536046,20728,LUNCH BAG CARS BLUE,10,2010-11-30 08:58:00,1.65,13985.0,United Kingdom
504204,22177,5 HOOK BLACKBOARD ORGANISER ,2,2010-04-12 11:22:00,9.95,14930.0,Channel Islands
523713,22576,SWALLOW WOODEN CHRISTMAS DECORATION,96,2010-09-23 15:43:00,0.85,16546.0,United Kingdom
529720,85049G,CHOCOLATE BOX RIBBONS ,12,2010-10-29 13:58:00,1.25,12705.0,Germany
498294,22046,TEA PARTY  WRAPPING PAPER ,25,2010-02-18 09:00:00,0.42,14890.0,United Kingdom
514511,21080,SET/20 RED SPOTTY PAPER NAPKINS ,5,2010-07-04 13:31:00,0.85,16032.0,United Kingdom
516312,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-07-19 14:21:00,2.55,17850.0,United Kingdom
519917,22481,BLACK TEA TOWEL CLASSIC DESIGN,3,2010-08-22 14:31:00,1.25,15555.0,United Kingdom
534730,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2010-11-23 18:52:00,1.95,16357.0,United Kingdom
525764,21651,HANGING GLASS ETCHED TEALIGHT,12,2010-10-07 10:39:00,1.65,12511.0,Greece
532659,48188,DOORMAT WELCOME PUPPIES,1,2010-11-14 11:18:00,7.95,16121.0,United Kingdom
C523632,84919,BLUE CUSHION COVER WITH FLOWER,-2,2010-09-23 11:34:00,6.95,16383.0,United Kingdom
494208,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2010-01-12 11:33:00,0.55,17945.0,United Kingdom
492297,21622,VINTAGE UNION JACK CUSHION COVER,4,2009-12-16 11:53:00,4.95,13289.0,United Kingdom
520744,22327,ROUND SNACK BOXES SET OF 4 SKULLS,18,2010-08-31 10:47:00,2.95,13178.0,United Kingdom
513037,22087,PAPER BUNTING WHITE LACE,24,2010-06-21 12:51:00,2.95,12971.0,United Kingdom
521989,22468,BABUSHKA LIGHTS STRING OF 10,2,2010-09-10 10:47:00,6.75,12921.0,United Kingdom
529824,20771,CHRYSANTHEMUM  JOURNAL,3,2010-10-31 11:40:00,2.55,16724.0,United Kingdom
526424,22378,WALL TIDY RETROSPOT ,5,2010-10-11 15:01:00,2.1,16477.0,United Kingdom
498035,22282,12 EGG HOUSE PAINTED WOOD,8,2010-02-16 10:10:00,10.95,18172.0,United Kingdom
537608,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,3,2010-12-07 13:20:00,3.75,15024.0,United Kingdom
520041,22035,VINTAGE CARAVAN GREETING CARD ,12,2010-08-23 14:12:00,0.42,13081.0,United Kingdom
511512,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,2,2010-06-08 15:51:00,3.75,18145.0,United Kingdom
533104,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2010-11-16 11:38:00,1.95,12616.0,France
507424,47591D,PINK FAIRY CAKE CHILD'S APRON,1,2010-05-09 15:22:00,1.95,12748.0,United Kingdom
509852,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,20,2010-05-26 09:10:00,3.25,16604.0,United Kingdom
519759,22395,PAPERWEIGHT VINTAGE PAISLEY,6,2010-08-20 10:57:00,2.55,16503.0,United Kingdom
490008,84627,CANDY STRIPE ROSE C/COVER ,1,2009-12-03 12:10:00,5.95,15768.0,United Kingdom
514512,21535,RED RETROSPOT SMALL MILK JUG,1,2010-07-04 13:33:00,2.55,14247.0,United Kingdom
500890,20775,DAISY NOTEBOOK ,3,2010-03-10 16:09:00,1.65,17338.0,United Kingdom
528417,22771,DRAWER KNOB ACRYLIC EDWARDIAN CLEAR,24,2010-10-22 09:36:00,1.25,14156.0,EIRE
495706,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2010-01-26 13:04:00,1.49,15003.0,United Kingdom
525639,21809,CHRISTMAS HANGING TREE WITH BELL,144,2010-10-06 12:08:00,1.06,15934.0,United Kingdom
536001,22956,36 FOIL HEART CAKE CASES,7,2010-11-29 14:21:00,2.1,17814.0,United Kingdom
509668,84856L,LARGE TAHITI BEACH BAG,3,2010-05-25 12:03:00,5.95,14049.0,United Kingdom
514355,82613D,METAL SIGN CUPCAKE SINGLE HOOK,3,2010-07-01 16:48:00,1.25,17589.0,United Kingdom
516112,22514,CHILDS GARDEN SPADE BLUE,6,2010-07-16 13:53:00,2.1,13958.0,United Kingdom
510004,21239,PINK  SPOTTY CUP,8,2010-05-26 15:11:00,0.85,13089.0,United Kingdom
507614,47599A,PINK PARTY BAGS,12,2010-05-10 14:07:00,2.1,17552.0,United Kingdom
533535,48184,DOORMAT ENGLISH ROSE ,1,2010-11-17 15:31:00,7.95,13610.0,United Kingdom
537698,21464,DISCO BALL ROTATOR BATTERY OPERATED,16,2010-12-08 10:51:00,4.25,13199.0,United Kingdom
491701,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2009-12-13 13:53:00,0.85,15446.0,United Kingdom
493964,22072,TEA CUP AND SAUCER RETRO SPOT,8,2010-01-08 16:29:00,3.75,12714.0,France
527508,22804,CANDLEHOLDER PINK HANGING HEART,6,2010-10-18 12:46:00,2.95,15674.0,United Kingdom
524125,21447,12 IVORY ROSE PEG PLACE SETTINGS,6,2010-09-27 14:20:00,1.25,15382.0,United Kingdom
523312,22147,FELTCRAFT BUTTERFLY HEARTS,1,2010-09-21 13:16:00,1.45,15041.0,United Kingdom
537042,22316,200 BENDY SKULL STRAWS,1,2010-12-05 10:45:00,1.25,13838.0,United Kingdom
518497,20702,PINK PADDED MOBILE,6,2010-08-09 12:35:00,4.25,14911.0,EIRE
534364,21700,BIG DOUGHNUT FRIDGE MAGNETS,24,2010-11-22 11:58:00,0.85,12681.0,France
525437,20778,GARDEN PATH NOTEBOOK ,1,2010-10-05 13:21:00,1.65,14663.0,United Kingdom
527095,22023,EMPIRE BIRTHDAY CARD,12,2010-10-14 16:24:00,0.42,17823.0,United Kingdom
529847,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-10-31 13:23:00,3.75,13050.0,United Kingdom
502871,22536,MAGIC DRAWING SLATE PURDEY,48,2010-03-29 09:48:00,0.42,17642.0,United Kingdom
520826,20803,SMALL PINK GLASS SUNDAE DISH,6,2010-08-31 12:37:00,1.65,17685.0,United Kingdom
506249,22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",12,2010-04-28 13:26:00,1.65,12876.0,Belgium
517864,85099B,JUMBO BAG RED RETROSPOT,10,2010-08-02 14:16:00,1.95,14194.0,United Kingdom
519682,21410,COUNTRY COTTAGE  DOORSTOP GREEN,1,2010-08-19 12:48:00,4.25,16529.0,United Kingdom
495754,ADJUST,Adjustment by john on 26/01/2010 16,1,2010-01-26 16:29:00,15.58,12846.0,United Kingdom
532034,22423,REGENCY CAKESTAND 3 TIER,1,2010-11-10 13:31:00,12.75,15001.0,United Kingdom
502240,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2010-03-23 13:12:00,1.25,13293.0,United Kingdom
497916,22088,PAPER BUNTING COLOURED LACE,2,2010-02-14 14:54:00,2.95,17340.0,United Kingdom
512795,21523,DOOR MAT FANCY FONT HOME SWEET HOME,2,2010-06-18 10:18:00,7.49,17612.0,United Kingdom
537625,22348,TEA BAG PLATE RED RETROSPOT,12,2010-12-07 14:57:00,0.85,15180.0,United Kingdom
536532,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,2010-12-01 13:24:00,0.42,12433.0,Norway
C528885,22842,BISCUIT TIN VINTAGE RED,-1,2010-10-25 12:23:00,6.75,17646.0,United Kingdom
C510789,22378,WALL TIDY RETROSPOT ,-1,2010-06-03 16:16:00,2.1,12835.0,United Kingdom
502613,21905,MORE BUTTER METAL SIGN ,1,2010-03-25 14:22:00,2.1,14535.0,United Kingdom
534788,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2010-11-24 11:25:00,2.1,16782.0,United Kingdom
537441,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-06 17:26:00,3.95,13564.0,United Kingdom
531672,20972,PINK CREAM FELT CRAFT TRINKET BOX ,10,2010-11-09 11:41:00,1.25,14467.0,United Kingdom
490718,20780,BLACK EAR MUFF HEADPHONES,2,2009-12-07 15:42:00,5.49,12443.0,Norway
498729,21912,VINTAGE SNAKES & LADDERS,4,2010-02-22 15:39:00,3.75,17829.0,United Arab Emirates
523465,21156,RETROSPOT CHILDRENS APRON,8,2010-09-22 11:37:00,1.65,17850.0,United Kingdom
523792,35991,SET/6 BLACK SNOWFLAKE T-LIGHTS ,2,2010-09-24 11:34:00,0.42,14994.0,United Kingdom
507693,22089,PAPER BUNTING VINTAGE PAISLEY,10,2010-05-11 10:24:00,2.95,14055.0,United Kingdom
519594,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2010-08-18 14:43:00,0.85,16769.0,United Kingdom
491642,79072,TEATIME CAKE TIN WITH HANDLE,2,2009-12-11 16:33:00,9.95,14130.0,United Kingdom
527068,22474,SPACEBOY TV DINNER TRAY,3,2010-10-14 14:08:00,4.95,16991.0,United Kingdom
522750,85150,LADIES & GENTLEMEN METAL SIGN,6,2010-09-16 13:28:00,2.55,16646.0,United Kingdom
536209,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,6,2010-11-30 13:26:00,0.85,15906.0,United Kingdom
531340,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2010-11-07 12:51:00,2.95,14593.0,United Kingdom
511445,82581,TOILET METAL SIGN,12,2010-06-08 12:27:00,0.55,14194.0,United Kingdom
537692,22930,BAKING MOULD HEART MILK CHOCOLATE,1,2010-12-08 10:40:00,2.55,14796.0,United Kingdom
533288,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2010-11-16 15:34:00,3.75,13564.0,United Kingdom
521913,21192,WHITE BELL HONEYCOMB PAPER ,12,2010-09-09 13:31:00,1.65,17663.0,United Kingdom
498260,85042,ANTIQUE LILY FAIRY LIGHTS,24,2010-02-17 14:47:00,4.25,13317.0,United Kingdom
497215,22256,FELT FARM ANIMAL CHICKEN,12,2010-02-07 14:11:00,1.25,13648.0,United Kingdom
503922,21749,LARGE RED RETROSPOT WINDMILL,48,2010-04-08 12:54:00,1.85,17746.0,United Kingdom
500751,21497,FANCY FONTS BIRTHDAY WRAP,25,2010-03-10 10:25:00,0.42,13081.0,United Kingdom
499597,84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,12,2010-03-01 12:31:00,0.85,16037.0,United Kingdom
533295,16008,SMALL FOLDING SCISSOR(POINTED EDGE),12,2010-11-16 16:08:00,0.25,15161.0,United Kingdom
503698,21868,POTTING SHED TEA MUG,1,2010-04-06 13:30:00,1.25,15164.0,United Kingdom
504854,21911,GARDEN METAL SIGN ,8,2010-04-18 10:40:00,1.65,16923.0,United Kingdom
493395,84773,RED ROSE AND LACE C/COVER,6,2009-12-23 13:41:00,2.95,12539.0,Spain
514220,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2010-07-01 09:36:00,1.25,17146.0,United Kingdom
496431,22195,LARGE HEART MEASURING SPOONS,1,2010-02-01 12:30:00,1.65,16415.0,United Kingdom
517870,22068,BLACK PIRATE TREASURE CHEST,12,2010-08-02 15:19:00,1.65,16945.0,United Kingdom
515181,84792,ENCHANTED BIRD COATHANGER 5 HOOK,3,2010-07-08 19:12:00,4.65,17231.0,United Kingdom
505397,21925,UNION STRIPE CUSHION COVER ,12,2010-04-22 09:54:00,1.25,15633.0,United Kingdom
528782,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2010-10-25 10:00:00,2.95,13462.0,United Kingdom
490064,84670,JAPANESE CROCHETED ANIMAL,48,2009-12-03 13:51:00,0.42,16139.0,United Kingdom
496400,84437A,S/6 PINK EASTER DECS IN BOX,12,2010-02-01 11:56:00,0.85,17365.0,United Kingdom
534671,22082,RIBBON REEL STRIPES DESIGN ,15,2010-11-23 14:17:00,1.65,17766.0,United Kingdom
526089,85067,CREAM SWEETHEART WALL CABINET,1,2010-10-08 12:14:00,18.95,15281.0,United Kingdom
519610,21975,PACK OF 60 DINOSAUR CAKE CASES,9,2010-08-18 16:54:00,0.55,15494.0,United Kingdom
519731,48138,DOORMAT UNION FLAG,4,2010-08-19 19:50:00,7.49,13542.0,United Kingdom
525913,22586,FELTCRAFT HAIRBAND PINK AND BLUE,12,2010-10-07 16:14:00,0.85,16455.0,United Kingdom
509100,21828,EIGHT PIECE SNAKE  SET,2,2010-05-20 11:49:00,1.25,17841.0,United Kingdom
499777,21936,RED/WHITE SPOT PICNIC BAG,5,2010-03-02 14:01:00,2.95,12525.0,France
512782,21506,"FANCY FONT BIRTHDAY CARD, ",12,2010-06-17 18:22:00,0.42,17341.0,United Kingdom
508732,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2010-05-18 10:24:00,1.25,16147.0,United Kingdom
523969,22168,ORGANISER WOOD ANTIQUE WHITE ,1,2010-09-26 13:40:00,8.5,14454.0,United Kingdom
510350,85099B,JUMBO BAG RED RETROSPOT,10,2010-05-28 14:24:00,1.95,17583.0,United Kingdom
501422,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2010-03-16 11:53:00,2.55,14146.0,United Kingdom
534035,21912,VINTAGE SNAKES & LADDERS,3,2010-11-19 15:50:00,3.75,13124.0,United Kingdom
502501,21330,WOODLAND ANIMAL  WRITING SET ,12,2010-03-25 11:20:00,1.65,13004.0,United Kingdom
537648,22111,SCOTTIE DOG HOT WATER BOTTLE,9,2010-12-07 15:48:00,4.95,12839.0,United Kingdom
489787,22109,FULL ENGLISH BREAKFAST PLATE,1,2009-12-02 11:53:00,3.75,15542.0,United Kingdom
507227,84978,HANGING HEART JAR T-LIGHT HOLDER,24,2010-05-06 19:49:00,1.25,15955.0,United Kingdom
504915,84993A,75 GREEN PETIT FOUR CASES,24,2010-04-19 10:23:00,0.42,14911.0,EIRE
492362,21931,JUMBO STORAGE BAG SUKI,10,2009-12-16 13:49:00,1.95,15222.0,United Kingdom
508593,21896,POTTING SHED TWINE,6,2010-05-17 12:06:00,2.1,13488.0,United Kingdom
506253,M,Manual,1,2010-04-28 13:53:00,2.95,17346.0,United Kingdom
498353,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,2010-02-18 12:36:00,9.95,12949.0,United Kingdom
519341,85049C,ROMANTIC PINKS RIBBONS ,6,2010-08-16 12:00:00,1.25,15050.0,United Kingdom
500584,21723,ALPHABET HEARTS STICKER SHEET,24,2010-03-09 09:55:00,0.85,12648.0,Germany
492585,35958,FOLKART ZINC STAR CHRISTMAS DEC,4,2009-12-17 15:26:00,0.85,14085.0,United Kingdom
519484,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2010-08-17 13:30:00,1.45,16221.0,United Kingdom
525707,85152,HAND OVER THE CHOCOLATE   SIGN ,4,2010-10-06 13:25:00,2.1,13571.0,United Kingdom
492356,82607C,GLASS BONBON JAR. SUPERFINES,6,2009-12-16 13:15:00,1.25,12586.0,Italy
508508,20725,LUNCH BAG RED SPOTTY,10,2010-05-17 09:03:00,1.65,14112.0,United Kingdom
501730,M,Manual,3,2010-03-19 11:05:00,2.95,14159.0,United Kingdom
528889,85014B,RED RETROSPOT UMBRELLA,6,2010-10-25 12:34:00,5.95,14249.0,United Kingdom
503774,84990,60 GOLD AND SILVER FAIRY CAKE CASES,2,2010-04-07 11:04:00,0.55,14606.0,United Kingdom
496590,21682,LARGE MEDINA STAMPED METAL BOWL ,4,2010-02-02 14:35:00,4.95,17675.0,United Kingdom
C497023,72821,CUPID SCENTED CANDLE IN GLASS,-3,2010-02-05 12:52:00,1.65,16067.0,United Kingdom
525828,22467,GUMBALL COAT RACK,1,2010-10-07 11:53:00,2.55,16928.0,United Kingdom
514480,20703,BLUE PADDED SOFT MOBILE,1,2010-07-02 14:15:00,4.25,16409.0,United Kingdom
532350,22632,HAND WARMER RED RETROSPOT,4,2010-11-11 16:27:00,2.1,15998.0,United Kingdom
514506,21876,POTTERING MUG,6,2010-07-04 11:58:00,1.25,13125.0,United Kingdom
536022,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,2010-11-29 15:54:00,1.65,16094.0,United Kingdom
528870,21678,PAISLEY PATTERN  STICKERS,12,2010-10-25 11:43:00,0.85,17364.0,United Kingdom
521148,21175,GIN + TONIC DIET METAL SIGN,3,2010-09-02 13:27:00,2.1,16065.0,United Kingdom
490511,22348,TEA BAG PLATE RED SPOTTY ,12,2009-12-06 14:46:00,0.85,13319.0,United Kingdom
C502302,21843,RETRO SPOT CAKE STAND,-1,2010-03-24 09:29:00,10.95,15291.0,United Kingdom
514722,20726,LUNCH BAG WOODLAND,4,2010-07-05 16:59:00,1.65,17589.0,United Kingdom
495708,20750, RED/WHITE DOT MINI CASES,2,2010-01-26 13:09:00,7.95,16481.0,United Kingdom
500335,20681,PINK SPOTTY CHILDS UMBRELLA,1,2010-03-07 13:44:00,3.25,14606.0,United Kingdom
504418,22561,WOODEN SCHOOL COLOURING SET,1,2010-04-13 13:02:00,1.65,15965.0,United Kingdom
511970,22523,CHILDS GARDEN FORK PINK,1,2010-06-11 13:59:00,0.85,18022.0,United Kingdom
533977,22571,ROCKING HORSE RED CHRISTMAS ,10,2010-11-19 13:31:00,0.85,15311.0,United Kingdom
512245,20863,BLUE PATCH PENCIL CASE PINK HEART,1,2010-06-14 12:39:00,2.1,15901.0,United Kingdom
510241,85091,CANDY SPOT BREAD BASKETS,3,2010-05-28 10:08:00,4.95,15254.0,United Kingdom
512386,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,12,2010-06-15 12:14:00,1.25,12472.0,Germany
535215,22588,CARD HOLDER GINGHAM HEART,6,2010-11-25 12:18:00,2.55,16354.0,United Kingdom
494359,84050,PINK HEART SHAPE EGG FRYING PAN,1,2010-01-13 15:24:00,1.65,17962.0,United Kingdom
513855,82600,NO SINGING METAL SIGN,12,2010-06-29 11:23:00,2.1,15078.0,United Kingdom
509535,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2010-05-24 12:07:00,1.25,13615.0,United Kingdom
532659,22470,HEART OF WICKER LARGE,2,2010-11-14 11:18:00,2.95,16121.0,United Kingdom
534887,22379,RECYCLING BAG RETROSPOT ,1,2010-11-24 14:55:00,2.1,16903.0,United Kingdom
508101,POST,POSTAGE,10,2010-05-13 10:02:00,18.0,12647.0,Germany
519613,90014C,SILVER/BLACK ORBIT NECKLACE,1,2010-08-18 17:43:00,9.95,15154.0,United Kingdom
526871,22295,HEART FILIGREE DOVE LARGE,12,2010-10-13 14:03:00,1.65,17814.0,United Kingdom
520517,85178,VICTORIAN SEWING KIT,36,2010-08-26 13:55:00,1.25,14101.0,United Kingdom
524214,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2010-09-28 10:49:00,3.75,17348.0,United Kingdom
